2025-11-02 14:19:16 | demo_logger | DEBUG | <module>:23 | This is a DEBUG message (shows in file only by default)
2025-11-02 16:24:29 | api | INFO | startup_event:744 | Version: 1.0.0
2025-11-02 16:24:29 | api | INFO | startup_event:745 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:24:29 | api | INFO | startup_event:746 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:24:29 | api | INFO | startup_event:747 | ================================================================================
2025-11-02 16:25:24 | api | INFO | shutdown_event:753 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:25:24 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:25:37 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:25:37 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:25:38 | adaptive_learning | INFO | _load_data:364 | Loaded 13 cached patterns
2025-11-02 16:25:38 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:25:38 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:25:38 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:25:38 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:25:38 | api | INFO | startup_event:742 | ================================================================================
2025-11-02 16:25:38 | api | INFO | startup_event:743 | Multilingual NLP Analysis API Starting...
2025-11-02 16:25:38 | api | INFO | startup_event:744 | Version: 1.0.0
2025-11-02 16:25:38 | api | INFO | startup_event:745 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:25:38 | api | INFO | startup_event:746 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:25:38 | api | INFO | startup_event:747 | ================================================================================
2025-11-02 16:27:01 | api | INFO | analyze_text:237 | Comprehensive analysis request: text_length=20
2025-11-02 16:27:01 | main | INFO | analyze_text_comprehensive:39 | Starting comprehensive analysis for text: 'Tu kashala me sangu!...'
2025-11-02 16:27:01 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:27:01 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:27:07 | preprocessing | INFO | detect_language:698 | Language detected: ido (confidence=0.60, method=glotlid_latin)
2025-11-02 16:27:07 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 16:27:10 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 16:27:10 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (34.84%) using XLM-RoBERTa
2025-11-02 16:27:10 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 16:27:13 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
2025-11-02 16:27:13 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (75.64%)
2025-11-02 16:27:13 | adaptive_learning | WARNING | store_detection_failure_with_context:595 | Detection failure stored: fail_20251102_162713_b928568b - obscure_language_ido
2025-11-02 16:27:13 | adaptive_learning | WARNING | store_detection_failure_with_context:596 |   Text: 'Tu kashala me sangu!...'
2025-11-02 16:27:13 | adaptive_learning | WARNING | store_detection_failure_with_context:597 |   Detected: ido (confidence: 0.60)
2025-11-02 16:27:13 | api | INFO | analyze_text:249 | Analysis complete: language=ido, sentiment=negative
2025-11-02 16:27:33 | api | INFO | analyze_text:237 | Comprehensive analysis request: text_length=22
2025-11-02 16:27:33 | main | INFO | analyze_text_comprehensive:39 | Starting comprehensive analysis for text: 'Tula kashala me sangu!...'
2025-11-02 16:27:33 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:27:33 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:27:33 | preprocessing | INFO | detect_language:698 | Language detected: lua (confidence=0.66, method=glotlid_medium)
2025-11-02 16:27:33 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_d7b4d89d (conf: 0.66)
2025-11-02 16:27:33 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (37.03%) using XLM-RoBERTa
2025-11-02 16:27:34 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (16.31%)
2025-11-02 16:27:35 | api | INFO | analyze_text:249 | Analysis complete: language=lua, sentiment=positive
2025-11-02 16:27:54 | api | INFO | shutdown_event:753 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:27:54 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:28:05 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:28:05 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:28:05 | adaptive_learning | INFO | _load_data:364 | Loaded 14 cached patterns
2025-11-02 16:28:05 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:28:05 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:28:05 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:28:05 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:28:05 | api | INFO | startup_event:742 | ================================================================================
2025-11-02 16:28:05 | api | INFO | startup_event:743 | Multilingual NLP Analysis API Starting...
2025-11-02 16:28:05 | api | INFO | startup_event:744 | Version: 1.0.0
2025-11-02 16:28:05 | api | INFO | startup_event:745 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:28:05 | api | INFO | startup_event:746 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:28:05 | api | INFO | startup_event:747 | ================================================================================
2025-11-02 16:28:23 | api | INFO | shutdown_event:753 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:28:23 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:28:24 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:29:30 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:29:30 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:29:31 | adaptive_learning | INFO | _load_data:364 | Loaded 0 cached patterns
2025-11-02 16:29:31 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:29:31 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:29:31 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:29:31 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:29:40 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:29:40 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:29:41 | adaptive_learning | INFO | _load_data:364 | Loaded 0 cached patterns
2025-11-02 16:29:41 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:29:41 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:29:41 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:29:41 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:29:41 | api | INFO | startup_event:742 | ================================================================================
2025-11-02 16:29:41 | api | INFO | startup_event:743 | Multilingual NLP Analysis API Starting...
2025-11-02 16:29:41 | api | INFO | startup_event:744 | Version: 1.0.0
2025-11-02 16:29:41 | api | INFO | startup_event:745 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:29:41 | api | INFO | startup_event:746 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:29:41 | api | INFO | startup_event:747 | ================================================================================
2025-11-02 16:29:49 | api | INFO | analyze_text:237 | Comprehensive analysis request: text_length=22
2025-11-02 16:29:49 | main | INFO | analyze_text_comprehensive:39 | Starting comprehensive analysis for text: 'Tula kashala me sangu!...'
2025-11-02 16:29:49 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:29:49 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:29:54 | preprocessing | INFO | detect_language:698 | Language detected: lua (confidence=0.66, method=glotlid_medium)
2025-11-02 16:29:54 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_d7b4d89d (conf: 0.66)
2025-11-02 16:29:54 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 16:29:56 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 16:29:57 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (37.03%) using XLM-RoBERTa
2025-11-02 16:29:57 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 16:29:59 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
2025-11-02 16:29:59 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (16.31%)
2025-11-02 16:29:59 | api | INFO | analyze_text:249 | Analysis complete: language=lua, sentiment=positive
2025-11-02 16:30:46 | api | INFO | shutdown_event:753 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:30:46 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:30:47 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:42:14 | preprocessing | INFO | detect_romanized_indian_language:207 | Romanized Marathi detected: ['tu', 'me', 'kashala', 'sangu']
2025-11-02 16:42:14 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: mar for text: 'Tu kashala me sangu!...'
2025-11-02 16:42:14 | preprocessing | INFO | detect_romanized_indian_language:207 | Romanized Marathi detected: ['aahes', 'tu', 'kasa']
2025-11-02 16:42:14 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: mar for text: 'Tu kasa aahes?...'
2025-11-02 16:42:14 | preprocessing | INFO | detect_romanized_indian_language:207 | Romanized Marathi detected: ['me', 'yenar', 'kal']
2025-11-02 16:42:14 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: mar for text: 'Kal me yenar...'
2025-11-02 16:42:14 | preprocessing | INFO | detect_romanized_indian_language:207 | Romanized Marathi detected: ['tula', 'me', 'kashala', 'sangu']
2025-11-02 16:42:14 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: mar for text: 'Tula kashala me sangu!...'
2025-11-02 16:42:14 | preprocessing | INFO | detect_romanized_indian_language:220 | Romanized Hindi detected: ['hoon', 'mai', 'thik']
2025-11-02 16:42:14 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: hin for text: 'Mai thik hoon...'
2025-11-02 16:42:14 | preprocessing | INFO | detect_romanized_indian_language:220 | Romanized Hindi detected: ['hai', 'kya', 'yaar', 'bol']
2025-11-02 16:42:14 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: hin for text: 'Yaar kya bol raha hai...'
2025-11-02 16:42:18 | preprocessing | INFO | detect_language:896 | Language detected: hin (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:44:43 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:44:43 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:44:43 | adaptive_learning | INFO | _load_data:364 | Loaded 0 cached patterns
2025-11-02 16:44:43 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:44:43 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:44:43 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:44:43 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:44:52 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:44:52 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:44:53 | adaptive_learning | INFO | _load_data:364 | Loaded 0 cached patterns
2025-11-02 16:44:53 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:44:53 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:44:53 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:44:53 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:44:54 | api | INFO | startup_event:742 | ================================================================================
2025-11-02 16:44:54 | api | INFO | startup_event:743 | Multilingual NLP Analysis API Starting...
2025-11-02 16:44:54 | api | INFO | startup_event:744 | Version: 1.0.0
2025-11-02 16:44:54 | api | INFO | startup_event:745 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:44:54 | api | INFO | startup_event:746 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:44:54 | api | INFO | startup_event:747 | ================================================================================
2025-11-02 16:44:57 | api | INFO | analyze_text:237 | Comprehensive analysis request: text_length=22
2025-11-02 16:44:57 | main | INFO | analyze_text_comprehensive:39 | Starting comprehensive analysis for text: 'Tula kashala me sangu!...'
2025-11-02 16:44:57 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:44:57 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:44:57 | preprocessing | INFO | detect_romanized_indian_language:207 | Romanized Marathi detected: ['tula', 'me', 'kashala', 'sangu']
2025-11-02 16:44:57 | preprocessing | INFO | detect_language:652 | 🎯 Romanized Indic detected EARLY: mar for text: 'Tula kashala me sangu!...'
2025-11-02 16:44:57 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_d7b4d89d (conf: 0.85)
2025-11-02 16:44:57 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 16:45:00 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 16:45:00 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (37.03%) using XLM-RoBERTa
2025-11-02 16:45:00 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 16:45:03 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
2025-11-02 16:45:03 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (16.31%)
2025-11-02 16:45:09 | api | INFO | analyze_text:249 | Analysis complete: language=mar, sentiment=positive
2025-11-02 16:49:16 | api | INFO | shutdown_event:753 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:49:16 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:49:26 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:49:26 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:49:27 | adaptive_learning | INFO | _load_data:364 | Loaded 1 cached patterns
2025-11-02 16:49:27 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:49:27 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:49:27 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:49:27 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:49:27 | api | INFO | startup_event:742 | ================================================================================
2025-11-02 16:49:27 | api | INFO | startup_event:743 | Multilingual NLP Analysis API Starting...
2025-11-02 16:49:27 | api | INFO | startup_event:744 | Version: 1.0.0
2025-11-02 16:49:27 | api | INFO | startup_event:745 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:49:27 | api | INFO | startup_event:746 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:49:27 | api | INFO | startup_event:747 | ================================================================================
2025-11-02 16:49:42 | api | INFO | analyze_text:237 | Comprehensive analysis request: text_length=5
2025-11-02 16:49:42 | main | INFO | analyze_text_comprehensive:39 | Starting comprehensive analysis for text: 'zatu!...'
2025-11-02 16:49:42 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:49:42 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:49:47 | preprocessing | INFO | detect_language:896 | Language detected: eus (confidence=0.75, method=glotlid_short_text)
2025-11-02 16:49:47 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_1_latin_bcf8251d (conf: 0.75)
2025-11-02 16:49:47 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 16:49:50 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 16:49:51 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (35.29%) using XLM-RoBERTa
2025-11-02 16:49:51 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 16:49:53 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
2025-11-02 16:49:53 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.73%)
2025-11-02 16:49:55 | api | INFO | analyze_text:249 | Analysis complete: language=eus, sentiment=positive
2025-11-02 16:50:44 | api | INFO | shutdown_event:753 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:50:44 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:50:45 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
